;2013;2014;2015;2016;2017;2018
user175;;0.0;0.0;0.0;0.11855364552459988;0.0
user176;;0.0;0.0;0.0;0.0;3.2258064516129035
user177;;0.0;0.6802721088435374;0.0;0.0;0.7518796992481203
user178;;0.0;0.0;0.0;0.21921812203142127;0.11691348402182385
user179;;0.0;0.0;0.19175455417066156;0.44014084507042256;0.19646365422396853
user180;0.0;0.0;0.0;0.0;0.0;0.0
user181;0.0;0.0;0.0;0.5494505494505495;0.0;0.0
user182;0.0;0.0;0.45662100456620996;0.0;0.0;0.0
user183;0.1984126984126984;0.2169197396963124;0.0;0.0;0.0;1.9704433497536944
user184;;0.0;0.0;0.0;0.4608294930875576;0.36496350364963503
user185;0.0;0.07429420505200594;0.0;0.0;;
user186;;0.0;0.0;0.0;0.3891050583657588;0.2525252525252525
user187;;0.0;0.0;;0.28169014084507044;0.10822510822510822
user188;;0.0;0.7021063189568706;0.3091190108191654;0.2309468822170901;0.0
user189;;;0.0;;;100.0
user190;;0.0;0.21929824561403508;1.1799410029498525;0.0;0.625
user191;;0.0;0.0;0.0;0.0;0.4975124378109453
user192;;0.0;0.0;0.12165450121654503;0.0;0.0
user193;;0.0;1.7699115044247788;1.23094958968347;0.0;0.0
user194;;;0.0;0.4424778761061947;0.7751937984496124;0.0
user195;;0.0;0.0;0.0;0.0;0.0251004016064257
user196;0.0;0.0;0.106951871657754;0.0;0.0;1.4925373134328357
user197;;;0.0;0.0;0.0;0.1016260162601626
user198;;0.9345794392523364;0.0;0.0;0.0;0.0
user199;;;0.0;1.5625;0.0;
user200;;;2.395209580838324;2.8776978417266186;2.356902356902357;5.421686746987952
user201;0.0;0.106951871657754;0.0;0.0;0.0;0.0
user202;0.0;0.2770083102493075;0.0;1.818181818181818;0.5813953488372093;0.0
user203;;10.0;9.090909090909092;2.1739130434782608;0.0;0.0
user204;;0.0;0.0;0.05063291139240507;0.2475247524752475;0.0
user205;;;;0.2915451895043732;0.0;0.0
user206;0.0;0.10504201680672268;0.0;0.0;6.25;33.33333333333333
user207;0.0;0.0;0.8771929824561403;0.0;0.0;0.0
user208;0.2242152466367713;0.0;0.0;0.0;;
user209;;0.0;0.0;0.0;0.11976047904191615;0.06954102920723226
user210;;0.6329113924050633;0.12987012987012986;0.0;0.0;0.0
user211;;0.08920606601248886;0.0;0.0;0.0;
user212;4.3478260869565215;0.0;0.0;0.0;0.0;0.0
user213;;0.0;0.0;0.0;4.3478260869565215;0.0
user214;;0.28328611898017;0.45662100456620996;;;
user215;;0.0;0.0;0.5128205128205128;0.0;0.0
user216;;;0.13679890560875513;0.0;0.0;0.0
user217;;0.0;0.0;0.0;0.14214641080312726;0.0
user218;;0.0;0.0;0.0;0.0;1.675977653631285
user219;;0.0;0.6172839506172839;0.2053388090349076;0.16778523489932887;0.8333333333333334
user220;;0.0;0.0;0.0;1.4619883040935668;0.9433962264150944
user221;;0.4149377593360996;0.0;0.0;0.0;0.3952569169960474
user222;;0.14641288433382138;0.2525252525252525;0.0;0.0;
user223;0.0;0.3225806451612903;0.28169014084507044;0.0;0.0;0.0
user224;1.8633540372670807;2.083333333333333;2.7777777777777777;3.1413612565445024;2.8368794326241136;1.7647058823529411
user225;;0.3831417624521072;0.0;0.3018867924528302;0.2185792349726776;0.0
user226;;0.0;0.0;0.0;0.15274949083503053;0.1012829169480081
user227;;0.11890606420927465;0.0;0.0;0.0;0.0
user228;0.7633587786259541;0.0;2.702702702702702;0.0;;
user229;0.0;0.0;1.8867924528301887;0.0;0.0;
user230;0.0;0.0;0.0;1.3953488372093024;0.0;3.636363636363636
user231;;0.0;0.0;0.0;0.34934497816593885;0.11441647597254005
user232;;0.0;0.26714158504007124;0.0;;
user233;;0.06365372374283895;0.0;0.0;0.0;
user234;0.0;0.058616647127784284;0.0;;;
user235;0.0;0.0;0.0;0.0;3.947368421052632;3.75
user236;1.1278195488721805;0.0;0.0;0.0;;0.0
user237;;0.0;3.2258064516129035;0.425531914893617;0.0;0.0
user238;;0.0;3.125;0.0;;
user239;;0.0;0.5464480874316939;0.7547169811320755;0.0;0.9174311926605504
user240;;0.0;0.0;0.4830917874396135;0.0;0.02832058906825262
user241;0.0;0.0;0.0;0.0;0.0;0.6688963210702341
user242;;0.0;0.0;0.10775862068965517;0.12180267965895247;0.27322404371584696
user243;7.142857142857142;10.0;3.4482758620689653;8.333333333333332;10.294117647058822;8.21917808219178
user244;0.07137758743754463;1.3333333333333337;0.0;0.0;0.0;0.0
user245;;0.0;0.0;0.36014405762304924;0.0;0.31620553359683795
user246;0.17301038062283738;0.5524861878453038;0.0;0.0;0.0;0.7092198581560284
user247;;0.0;0.0;1.162790697674419;0.9708737864077668;0.0
user248;;0.2785515320334262;0.0;1.1494252873563218;;0.0
user249;0.15731515469323545;0.0;0.0;;;
user250;0.6756756756756757;0.0;0.0;0.0;2.631578947368421;0.0
user251;0.0;0.7518796992481203;0.0;0.0;0.0;0.0
user252;;0.0;5.263157894736842;0.0;0.0;0.0
user253;;0.0;0.5464480874316939;0.0;0.0;0.0
user254;;0.0;1.96078431372549;0.3134796238244514;0.1251564455569462;1.5625
user255;0.0;0.0;0.0;0.0;0.20161290322580644;0.0
user256;;0.0;0.9560229445506692;2.4647887323943656;4.602510460251046;4.624277456647398
user257;;0.0;0.2;0.0;0.0;0.0
user258;;;0.0;0.0;0.4545454545454545;0.0
user259;0.0;0.8928571428571428;0.0;0.0;0.0;0.0
user260;;0.0;0.0;0.0;5.5555555555555545;0.0
user261;0.12738853503184713;0.0;0.0;0.0;0.0;0.0
user262;;0.0;0.0;14.285714285714285;1.3698630136986298;4.6875
user263;;0.0;0.0;0.0;0.0;5.0
user264;;0.0;0.0;0.7587253414264037;0.0;0.4563004563004563
user265;;1.25;0.0;0.0;0.0;0.0
user266;;0.0;1.7421602787456445;1.0989010989010992;1.32013201320132;1.1848341232227488
user267;0.0;3.571428571428571;21.35922330097087;14.285714285714285;20.0;0.0
user268;0.0;0.4264392324093816;0.0;0.0;0.0;8.333333333333332
user269;0.0;6.666666666666668;0.0;0.0;0.0;0.0
user270;;1.351351351351351;0.0;0.0;0.0;0.14727540500736375
user271;0.0;0.0;;;;
user272;;;0.0;0.1366120218579235;0.0;0.0
user273;;0.0;0.1422475106685633;0.4201680672268908;0.0;0.0
user274;;0.0;1.0526315789473684;1.5463917525773196;0.0;0.0
user275;;0.0;0.0;0.2257336343115124;0.0;0.11933174224343675
user276;;0.0;0.0;0.0;2.702702702702702;1.4925373134328357
user277;;0.0;0.1597444089456869;0.0;;
user278;;0.0;0.06765899864682003;0.0;0.0;0.0
user279;0.0;0.5698005698005698;0.0;0.0;0.0;0.0
user280;0.0;0.6993006993006993;0.0;0.0;0.0;0.0
user281;;0.0;0.0;0.0;0.20576131687242802;0.1310615989515072
user282;;0.0;0.0;0.08291873963515754;0.0;0.0
user283;;0.0;0.3448275862068966;0.0;0.0;0.0
user284;;0.0;0.0;0.0;0.4032258064516129;0.26041666666666663
user285;0.7299270072992701;0.22123893805309736;0.4807692307692308;0.0;0.0;0.0
user286;;0.0;0.0;0.0;0.17191977077363896;0.8119079837618403
user287;;0.0;1.2987012987012987;0.0;0.0;0.234192037470726
user288;;0.0;0.0;0.0;0.0;0.8230452674897121
user289;;0.0;0.0;0.0;0.13869625520110954;0.0
user290;;0.0;0.16638935108153075;0.14492753623188406;0.06966213862765587;0.20833333333333331
user291;;0.0;0.0;0.0;0.0;0.1846153846153846
user292;;0.11757789535567313;0.0;0.0;0.430416068866571;0.3719776813391197
user293;;0.0;0.0;0.0;0.0;0.7751937984496124
user294;;7.6923076923076925;0.0;0.0;0.4901960784313725;0.0
user295;;0.0;;0.0;0.0;0.08183306055646483
user296;;0.0970873786407767;0.0;0.0;0.0;0.0
user297;;0.0;0.0;0.2906976744186047;1.0471204188481675;1.0638297872340423
user298;0.0;0.0;0.0;0.0;0.0;0.0
user299;;0.0;0.11737089201877934;0.0;0.1221001221001221;0.0
user300;;0.0;0.15625;0.0;;
user301;0.19821605550049556;0.0;0.5747126436781609;0.0;;0.0
user302;0.0;0.0;0.0;0.0;0.42372881355932196;0.0
user303;0.27548209366391185;0.0;0.0;;;
user304;;0.05934718100890207;0.0;0.5494505494505495;0.20942408376963356;0.2606712284131639
user305;0.09775171065493646;0.0;0.0;0.0;;
user306;;4.545454545454546;0.7772020725388601;0.6896551724137931;0.4059539918809201;1.4423076923076923
user307;;0.07874015748031496;0.18298261665141813;0.16251354279523295;0.20491803278688525;
user308;;0.7936507936507936;2.0;0.3395585738539898;0.0;0.0
user309;;0.0;;0.3466204506065857;0.4393673110720563;
user310;;0.17605633802816906;0.0;0.0;0.0;0.0
user311;0.0;0.0;;0.0;0.0;0.0
user312;;0.0;0.0;0.0;0.7751937984496124;0.0
user313;;0.0;0.0;0.0;0.17953321364452424;0.1554001554001554
user314;;3.2258064516129035;1.639344262295082;3.02013422818792;3.0503978779840852;4.151493080844865
user315;0.0;0.0;0.0;0.0;5.5555555555555545;0.0
user316;0.06333122229259025;0.0;0.0;0.0;0.8620689655172413;0.0
user317;0.0;0.0;0.0;0.0;0.0;3.8461538461538463
user318;;0.0;;0.0;0.0;0.07722007722007722
user319;;0.0;0.7246376811594203;0.0;0.14064697609001406;0.2850627137970353
user320;0.0;0.0;1.5384615384615383;7.142857142857142;;
user321;;0.0;0.0;0.28735632183908044;0.7096392667060911;0.21978021978021975
user322;;0.0;0.0;0.12755102040816327;0.7246376811594203;0.0
user323;;0.0;0.0;0.851063829787234;0.44742729306487694;0.5239520958083832
user324;0.0;0.0;100.0;;;
user325;;0.0;0.0;0.18115942028985507;0.0;0.0
user326;;0.0;0.0;0.2901353965183753;0.17391304347826084;0.0
user327;0.0;0.0;0.0;0.0;11.111111111111109;7.142857142857142
user328;0.0;0.2132196162046908;0.30959752321981426;0.0;;
user329;;0.0;0.5586592178770949;0.0;0.0;0.0
user330;0.08849557522123894;0.0;0.0;;0.0;
user331;;0.0;0.0;0.0;0.0;0.20512820512820512
user332;;0.28328611898017;0.0;0.7444168734491315;0.0;0.0
user333;;1.639344262295082;0.6060606060606061;0.0;0.0;0.0
user334;;0.308641975308642;0.0;0.0;0.0;0.0
user335;0.0;0.0;0.0;0.0;16.666666666666664;0.0
user336;0.0;;0.0;0.0;0.0;1.4925373134328357
user337;;0.0;0.5813953488372093;0.0;0.0;0.5847953216374269
user338;0.0;0.0;0.3184713375796179;0.0;0.0;0.5434782608695652
user339;;;0.0;12.5;0.0;0.0
user340;;0.0;0.2932551319648094;1.3975155279503106;0.2014098690835851;0.4784688995215311
user341;;0.0;3.7037037037037033;0.0;7.6923076923076925;0.0
user342;1.851851851851852;0.9523809523809524;0.7092198581560284;0.7874015748031495;0.6666666666666667;0.0
user343;;0.24509803921568624;0.0;;;
user344;;1.4285714285714286;0.6535947712418301;0.08203445447087777;0.1083423618634886;0.554016620498615
user345;;0.4444444444444444;0.31746031746031744;0.21097046413502107;0.53475935828877;0.15710919088766695
user346;0.0;0.1557632398753894;0.2624671916010499;0.25125628140703515;0.0;0.6269592476489028
user347;0.0;0.10111223458038424;0.0;;;
user348;;1.1764705882352942;0.0;0.0;0.0;0.0
user349;;0.23923444976076555;;;;
user350;;0.0;0.0;0.0;5.263157894736842;0.0
user351;;2.2222222222222223;0.0;0.0;;
user352;0.4950495049504951;0.3262642740619902;0.0;0.0;5.882352941176469;0.0
user353;;0.0;0.0;0.0;0.0;0.13898540653231412
user354;;0.0;0.04791566842357451;0.0;0.0;0.0
user355;0.0;1.0416666666666663;2.564102564102564;0.0;0.0;0.0
user356;0.0;0.0;0.0;0.0;0.0;0.0
user357;;0.0;;0.8902077151335311;0.27100271002710025;0.690846286701209
user358;;0.11402508551881416;0.2232142857142857;0.0;0.0;0.0
user359;;0.0;0.0;0.3731343283582089;0.0;0.0
user360;;1.1494252873563218;0.0;0.0;0.0;0.3524229074889868
user361;0.0;2.1505376344086025;0.8928571428571428;0.0;1.5151515151515151;0.0
user362;;0.0;0.0;0.4016064257028112;;
user363;;0.0;0.0;0.0;0.0;0.4464285714285714
user364;0.0;0.0;0.0;0.0;0.35842293906810035;0.0
user365;;1.1764705882352942;0.0;0.0;;0.0
user366;;0.0;0.0;0.0;0.0;6.930693069306932
user367;0.0;0.0;0.0;4.166666666666666;0.0;14.285714285714285
user368;0.0;0.0;0.0;1.96078431372549;0.0;4.0
user369;0.0;0.0;0.0;0.0;28.57142857142857;0.0
user370;;0.0;0.1996007984031936;;;
user371;;;;0.0;0.99009900990099;1.2135922330097086
user372;;4.0;0.0;0.0;2.7777777777777777;2.4948024948024954
user373;0.0;0.0;2.1505376344086025;0.8130081300813009;0.0;0.0
user374;;0.0;2.8571428571428568;0.0;0.0;0.0
user375;0.3696857670979667;0.0;;;;
user376;0.0;0.0;0.0;5.0;0.0;5.263157894736842
user377;;0.0;0.0;0.0;0.0;0.2028397565922921
user378;;0.0;0.0;0.0;0.11890606420927465;0.0
user379;0.0;0.18832391713747645;0.0;0.0;0.0;0.0
user380;;0.0;0.0;0.4905395935529082;0.4643962848297213;
user381;;0.0;0.0;0.0;0.0625782227784731;0.2542911633820725
user382;;0.0;0.0;0.0;0.4291845493562232;0.3466204506065857
user383;0.0;0.0;0.0;0.0;0.0;11.111111111111109
user384;;0.0;0.0;0.2364066193853428;;
user385;;1.2722646310432568;0.7177033492822966;0.0;1.5977443609022557;3.149606299212598
user386;2.9411764705882346;1.0309278350515465;0.0;4.132231404958678;0.0;0.0
user387;;0.0;0.0;0.0;0.0;0.189753320683112
user388;;0.0;0.0;0.0;0.0;0.2762430939226519
user389;;0.0;0.0;0.045045045045045036;0.4166666666666667;0.0
user390;0.0;0.4008016032064128;0.0;0.0;0.0;
user391;0.0;0.0;0.4608294930875576;0.0;0.0;2.083333333333333
user392;0.0;0.9174311926605504;0.8695652173913043;1.5665796344647518;2.631578947368421;3.3457249070631967
user393;0.0;0.0;0.7352941176470588;1.0752688172043012;1.020408163265306;0.0
user394;;;0.0;13.043478260869565;0.0;0.0
user395;;0.0;0.0;1.0989010989010992;0.33594624860022393;
user396;0.0;0.0;0.0;16.666666666666664;0.0;0.0
user397;0.0;0.1508295625942685;0.0;0.0;0.0;0.0
user398;;0.0;0.0;0.5730659025787965;0.0;0.0
user399;;0.0;0.2386634844868735;0.1282051282051282;;
user400;;0.0;0.1531393568147014;0.5830903790087464;0.0;
user401;0.0;0.0;0.0;2.3255813953488373;4.081632653061225;0.0
user402;;0.4784688995215311;0.0;0.0;0.8771929824561403;1.2048192771084338
user403;;0.24968789013732834;0.0;;0.0;
user404;;;0.0;0.0;0.6172839506172839;1.2195121951219512
user405;;;0.0;0.0;0.0;0.0
user406;0.09881422924901186;0.5847953216374269;0.0;0.0;0.0;0.0
user407;;;0.09852216748768472;0.0;0.0;0.0
user408;;1.3888888888888888;0.0;0.0;;
user409;0.0;0.4901960784313725;1.2;1.024590163934426;1.5015015015015014;1.8779342723004693
user410;;0.0;0.0;0.2331002331002331;0.322061191626409;0.0
user411;0.3436426116838488;0.1926782273603083;0.0;1.5384615384615383;0.0;0.0
user412;0.0;0.0;0.0;1.0101010101010102;0.0;0.0
user413;;0.0;0.9090909090909092;0.0;0.09017132551848513;0.08149959250203749
user414;;;0.0;0.0;0.4504504504504505;0.0
user415;0.0;0.0;0.0;0.0;0.0;0.0
user416;0.2645502645502645;0.0;0.0;0.0;0.0;
user417;;0.6309148264984227;0.0;0.0;0.0;
user418;0.0;1.3157894736842104;0.0;;;
user419;0.0;0.2367797947908445;0.0;0.0;0.0;0.0
user420;;0.0;0.0;3.3898305084745757;1.6129032258064515;0.0
user421;;0.0;0.0;0.9433962264150944;0.0;0.0
user422;0.0;0.0;1.3157894736842104;0.0;0.0;2.2222222222222223
user423;0.0;0.0;0.4291845493562232;0.0;;
user424;;0.0;0.0;0.0;0.3623188405797101;0.0
user425;;0.0;0.0;0.6666666666666667;0.0;0.0
user426;0.0;0.0;1.351351351351351;0.0;0.0;0.0
user427;0.0;0.0;0.0;0.08888888888888889;0.0;0.0
user428;;0.0;0.0;0.30441400304414;0.5154639175257731;0.6445672191528545
user429;;0.0;0.0;0.8298755186721992;0.8130081300813009;
user430;;0.0;0.0;0.0816326530612245;0.0;0.0
user431;;0.0687757909215956;0.3236245954692557;0.0;0.0;2.702702702702702
user432;0.0;0.0;0.7518796992481203;0.5714285714285714;0.0;0.0
user433;;0.2949852507374631;0.22471910112359555;0.2538071065989848;0.24509803921568624;0.0
user434;0.5208333333333333;0.33783783783783783;0.0;0.0;0.0;0.0
user435;;0.0;0.1251564455569462;0.0;0.0;0.0
user436;;0.0;0.0;0.0;0.37641154328732745;0.16638935108153075
user437;0.0;0.0;1.0869565217391304;0.0;0.0;0.0
user438;0.1941747572815534;0.0;0.0;0.0;1.9230769230769231;0.0
user439;;;0.0;0.0;0.0;0.1834862385321101
user440;;0.0;0.0;0.4081632653061225;0.0;0.0
