;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
climatechangeisreal;0.08776351809501648;0.2033875584602356;-0.2561219334602356;-0.08105723559856415;0.015478397719562054;-0.04593284800648689;0.1048910915851593;0.02582135982811451;-0.5108361840248108;0.03657658025622368;0.020207880064845085;-0.3564205765724182;0.10868952423334122;0.05299094319343567;-0.34587281942367554;0.08234819024801254;-0.08411958813667297;-0.3543672561645508;-0.05628165975213051;-0.06497576832771301;0.023057634010910988;-0.19900578260421753;0.22970041632652283;-0.12752696871757507;0.07528609037399292;0.13374803960323334;0.020913202315568924;0.00026401132345199585;0.030542675405740738;0.18238165974617004;-0.05468203127384186;0.04831899702548981;-0.09669043123722076;-0.31493377685546875;-0.054006427526474;0.19792205095291138;-0.07980777323246002;-0.064003586769104;0.07119937241077423;0.06666164100170135;-0.0003158419858664274;0.09543152898550034;0.14508503675460815;-0.31318509578704834;-0.19996382296085358;-0.4307921230792999;-0.09803493320941925;0.003661898896098137;0.07406064867973328;-0.1419244408607483;-0.014355776831507683;-0.07816758006811142;-0.04829348623752594;-0.1708628237247467;-0.291953444480896;0.07084842771291733;-0.037849389016628265;0.07651883363723755;0.21206167340278625;-0.056789860129356384;-0.39941221475601196;0.2553758919239044;0.1096392422914505;-0.14032162725925446;-0.047208551317453384;0.015021678991615772;0.20473335683345795;0.23054072260856628;-0.04485391452908516;-0.00821802020072937;0.06253951787948608;0.23716969788074493;-0.25722312927246094;-0.1727849543094635;0.2421955168247223;0.0432625412940979;-0.009062381461262703;0.21510301530361176;-0.017882894724607468;-0.1378723680973053;0.2527284026145935;0.31854939460754395;-0.13076943159103394;-0.27271145582199097;0.1270134150981903;-0.07055144757032394;-0.29324236512184143;0.18357999622821808;-0.2701784372329712;0.008815567940473557;-0.10113832354545593;-0.24826020002365112;0.16327638924121857;-0.03017386421561241;-0.2577241063117981;-0.11369088292121887;0.07995066046714783;0.06317853927612305;-0.21271133422851562;-0.10278903692960739
vivementjuppe;0.08252393454313278;-0.14997154474258423;-0.06151128187775612;-0.11350657790899277;-0.2284550815820694;-0.12007071822881699;0.21712292730808258;-0.3135570287704468;-0.43971648812294006;0.46281254291534424;-0.014289041049778461;-0.5001484751701355;0.053898345679044724;0.18713553249835968;-0.683234453201294;0.40333986282348633;-0.07994455844163895;-0.37887001037597656;0.25602009892463684;-0.4507378339767456;-0.01785263791680336;-0.06414369493722916;0.31027764081954956;-0.4577295482158661;-0.10753554105758667;0.3809921443462372;-0.2191951870918274;0.04073376953601837;-0.012195025570690632;0.027712417766451836;0.10510256141424179;0.3548186719417572;-0.03213196620345116;-0.38787126541137695;-0.4062807559967041;0.46155378222465515;-0.21559594571590424;-0.11847225576639175;-0.16015885770320892;-0.13006234169006348;0.13479267060756683;-0.11048970371484756;0.06760440021753311;-0.6447091102600098;0.24535125494003296;-0.500013530254364;-0.1400044560432434;0.4421559274196625;-0.21082280576229095;-0.25009074807167053;0.25680190324783325;-0.0687611922621727;-0.14724008738994598;0.009499655105173588;-0.45082566142082214;-0.10850322991609573;-0.024514922872185707;-0.43507084250450134;0.19685278832912445;0.23341716825962067;-0.5317007303237915;0.20627731084823608;0.19560782611370087;0.06855941563844681;-0.24765874445438385;0.4748554527759552;0.5273754596710205;0.38764193654060364;-0.2444561868906021;-0.03198682889342308;-0.28303802013397217;0.12110915780067444;0.03832799941301346;-0.1351596713066101;0.23459923267364502;0.2003064602613449;-0.10271912813186646;-0.07115618884563446;0.07092013210058212;0.29476335644721985;0.3927360475063324;0.4547821283340454;-0.49357715249061584;-0.3255026340484619;-0.4187491834163666;0.023937245830893517;-0.3025895357131958;0.1673360913991928;-0.26644167304039;0.2552703619003296;0.04022177308797836;-0.40092793107032776;0.5505924820899963;0.07982001453638077;-0.0720311850309372;-0.33601680397987366;0.09962473064661026;0.22062504291534424;-0.029819509014487267;-0.2452745884656906
giec;-0.05439608171582222;0.32184815406799316;-0.16517969965934753;-0.3434184491634369;-0.39423859119415283;0.07223821431398392;-0.14498767256736755;-0.21316079795360565;-0.7517160177230835;-0.012596282176673412;-0.258489727973938;-0.5537539720535278;0.34929129481315613;-0.005757033824920654;-0.5640013217926025;0.22901210188865662;-0.3071964681148529;0.006210330408066511;0.1871643364429474;-0.5123798847198486;-0.4259720742702484;0.3009863495826721;0.09172171354293823;-0.32926663756370544;-0.6667361855506897;0.07614091783761978;-0.24237871170043945;-0.290395051240921;0.24093914031982422;0.36717844009399414;-0.34240612387657166;0.23899102210998535;0.06443172693252563;-0.3651946485042572;0.09359034150838852;0.08541729301214218;-0.5633938312530518;0.15866166353225708;-0.03090699017047882;0.10823924839496613;-0.23444858193397522;0.21192240715026855;-0.05213208124041557;-0.37383270263671875;0.08291159570217133;-0.4535946846008301;-0.07624182105064392;0.7441979050636292;-0.2438906878232956;-0.43082037568092346;-0.08975064009428024;-0.4028235971927643;-0.23301644623279572;0.5501142740249634;-0.39815592765808105;-0.4479934573173523;0.15062466263771057;-0.21874451637268066;0.03152754157781601;0.24033136665821075;-0.6210892796516418;0.21358302235603333;0.32773953676223755;-0.19055433571338654;-0.38055160641670227;-0.0861772894859314;0.20437784492969513;0.630463719367981;0.17929968237876892;-0.15559692680835724;0.19752496480941772;0.6636704206466675;-0.5134109258651733;-0.5066310167312622;0.6663413047790527;0.07647623866796494;-0.34075379371643066;-0.266960471868515;0.24527545273303986;-0.0984295979142189;0.7026087641716003;0.462078332901001;-0.0632556900382042;-0.5051082372665405;-0.05601927638053894;0.16187840700149536;-0.6471863985061646;0.2838306427001953;-0.9511328935623169;0.10704091936349869;-0.08587409555912018;-0.24111464619636536;0.6395999789237976;0.23380067944526672;-0.24075353145599365;-0.325096070766449;0.1565467119216919;0.40460604429244995;0.033418022096157074;0.13854655623435974
délabrement;0.2258261740207672;0.24555738270282745;-0.1447194665670395;-0.2879575192928314;-0.06763223558664322;-0.17848405241966248;-0.007706210017204285;0.18170803785324097;-0.07252385467290878;0.5494999885559082;0.015827927738428116;-0.3559476137161255;0.3249651789665222;0.16059614717960358;-0.46097201108932495;0.06247691065073013;0.022631926462054253;-0.05982868745923042;-0.1547168493270874;-0.30767133831977844;0.08181031793355942;0.23313848674297333;0.3504458963871002;-0.26468151807785034;-0.047869015485048294;-0.15234382450580597;-0.1886843591928482;-0.0485479012131691;-0.34147539734840393;0.5270899534225464;-0.4894281327724457;0.0009634712478145957;-0.10080482810735703;-0.6349681615829468;-0.442107617855072;0.37845778465270996;-0.2738991379737854;0.22057607769966125;0.11394636332988739;-0.016268331557512283;-0.22800211608409882;0.3507995009422302;0.11675205081701279;-0.5641201734542847;0.011279826983809471;-0.48967376351356506;0.3055380880832672;0.24426105618476868;-0.06746941059827805;-0.128254234790802;-0.10348918288946152;-0.2497178316116333;0.024132993072271347;0.27260953187942505;-0.4821849763393402;-0.07925721257925034;-0.02363189123570919;-0.5612795948982239;0.31420332193374634;0.09502668678760529;-0.3806619346141815;0.18629667162895203;-0.24402275681495667;-0.08745961636304855;-0.30213454365730286;0.250962495803833;0.4098600447177887;0.29579582810401917;0.2475476711988449;-0.12655219435691833;-0.07451638579368591;0.6213849186897278;-0.09641051292419434;0.048022545874118805;0.32884880900382996;0.31438153982162476;-0.06595262140035629;0.1588214933872223;0.04590430110692978;0.05404191091656685;0.3938387930393219;0.8041683435440063;0.09593470394611359;-0.32752758264541626;0.05945562571287155;0.017268750816583633;-0.2953968942165375;0.22266945242881775;-0.5450938940048218;0.17636512219905853;0.06544195115566254;-0.13699589669704437;0.5662515759468079;0.15512679517269135;-0.030731642618775368;-0.33878034353256226;0.11267845332622528;0.17529137432575226;-0.08691100031137466;-0.5462578535079956
soteu;0.10237981379032135;0.15171262621879578;-0.2091672420501709;0.014361253008246422;-0.3058285713195801;-0.22960536181926727;0.13036993145942688;0.25247758626937866;-0.5357489585876465;0.5637528300285339;0.007211738731712103;-0.7361552715301514;0.35290104150772095;-0.035669565200805664;-0.7985522150993347;0.12147700786590576;0.011304008774459362;-0.2751809060573578;0.002907997462898493;-0.37942081689834595;0.056851498782634735;0.10893819481134415;0.6251353621482849;-0.38310110569000244;-0.42685920000076294;0.09318070113658905;-0.1537819653749466;-0.06255023926496506;0.0640868991613388;-0.05429511144757271;0.06269854307174683;0.4851014018058777;0.308112233877182;-0.3349350094795227;-0.29416030645370483;0.1850317418575287;-0.19365857541561127;0.13845348358154297;-0.22813649475574493;-0.06976652890443802;0.17311584949493408;0.043195437639951706;0.1034853458404541;-0.6450716257095337;0.10879863798618317;-0.5422468781471252;-0.037057746201753616;0.28203749656677246;-0.2700309157371521;-0.38682422041893005;0.27581071853637695;0.003678683890029788;-0.20001956820487976;-0.09006615728139877;-0.5228279232978821;-0.1594410538673401;0.15841355919837952;-0.30538463592529297;0.34083056449890137;0.3733380436897278;-0.4316260814666748;0.4144279956817627;0.22858357429504395;0.05665026977658272;-0.15001648664474487;0.35214942693710327;0.2854994237422943;0.35849565267562866;0.24843426048755646;-0.11068367958068848;0.23206563293933868;0.23024551570415497;-0.2666788101196289;-0.2138303965330124;0.27028852701187134;0.1196548193693161;-0.16819605231285095;-0.08622153103351593;0.30157899856567383;-0.05670849233865738;0.34857603907585144;0.34988465905189514;-0.531787633895874;-0.30869755148887634;-0.2755633294582367;-0.37416553497314453;-0.29173392057418823;0.34946316480636597;-0.5295055508613586;0.10463179647922516;0.056197118014097214;-0.4235529899597168;0.625810980796814;-0.13302260637283325;-0.0015047549968585372;0.007010690867900848;0.16400131583213806;0.2417442798614502;-0.10206235945224762;0.09517347812652588
étalement;0.2450478971004486;0.26818087697029114;-0.249446302652359;-0.41172417998313904;-0.4127553105354309;-0.1425708830356598;0.3358975648880005;0.051460184156894684;0.09019111096858978;0.12521837651729584;0.10043828189373016;-0.5232423543930054;0.21518394351005554;0.02232261933386326;-0.4216998219490051;0.14015141129493713;0.08176485449075699;-0.2392924576997757;-0.4241173267364502;-0.5044513940811157;0.1855453997850418;-0.16452530026435852;0.37776830792427063;0.052831221371889114;0.12655529379844666;-0.027239754796028137;-0.23102422058582306;0.17541292309761047;0.17926619946956635;0.23578624427318573;-0.35947611927986145;0.0922054573893547;0.4117812216281891;-0.6726805567741394;-0.3747309148311615;0.2564963102340698;-0.32895055413246155;0.1709347814321518;-0.35590991377830505;-0.1615462750196457;0.040992822498083115;0.106737419962883;-0.10307294130325317;-0.6652243733406067;0.2015773504972458;-0.34916090965270996;0.34576287865638733;0.2449943572282791;-0.3053024411201477;-0.25063103437423706;0.06538088619709015;-0.15650653839111328;-0.09706774353981018;-0.11656121164560318;-0.2890075743198395;-0.573865532875061;0.16971082985401154;-0.2860642969608307;0.14393964409828186;-0.43333205580711365;-0.4806186556816101;0.18670056760311127;0.12932038307189941;0.047084785997867584;-0.16553787887096405;0.23806695640087128;0.37244725227355957;0.5068216323852539;0.15770792961120605;-0.15581324696540833;0.31105566024780273;0.6258687973022461;-0.3647219240665436;-0.36871880292892456;0.6579614281654358;-0.03409343212842941;-0.03979231044650078;-0.12500622868537903;0.07962960749864578;-0.22852201759815216;0.5671652555465698;0.5941552519798279;0.043003011494874954;-0.4480013847351074;-0.18157216906547546;0.4009878635406494;-0.19463039934635162;0.45220431685447693;-0.2015017569065094;-0.013209772296249866;-0.03903768211603165;-0.38085445761680603;0.601371169090271;0.27616068720817566;-0.03602983430027962;-0.17713943123817444;0.11766497790813446;0.11572326719760895;-0.3573518395423889;-0.3748740553855896
idfsanssida;0.013402199372649193;0.313829243183136;-0.2221425175666809;-0.05392511188983917;-0.3027210831642151;-0.1889633685350418;0.25552019476890564;0.05008498951792717;-0.43407201766967773;0.38912779092788696;0.18854567408561707;-0.5839458107948303;0.28062665462493896;0.15737184882164001;-0.32758745551109314;0.14809231460094452;-0.2570548355579376;-0.23350480198860168;0.1312081664800644;-0.25462913513183594;-0.1082509458065033;-0.22682397067546844;0.48817238211631775;-0.5497410297393799;0.16329160332679749;0.08609876781702042;-0.28338199853897095;0.12723688781261444;0.1343555748462677;0.33093398809432983;0.07116111367940903;0.09535641968250275;0.021733786910772324;-0.5275595784187317;0.03570270165801048;-0.17658492922782898;-0.07409623265266418;-0.05167800933122635;0.00595344603061676;-0.02146500162780285;-0.31441792845726013;0.11663201451301575;-0.002838514745235443;-0.7311373353004456;0.14873702824115753;-0.6579838991165161;-0.12631699442863464;0.43031200766563416;0.10339788347482681;-0.10642675310373306;-0.0050003621727228165;-0.011933503672480583;-0.07860179245471954;-0.048765771090984344;-0.22242216765880585;0.1388384848833084;0.02280445210635662;-0.39770668745040894;0.1454264223575592;-0.1595495492219925;-0.4934659004211426;-0.028673022985458374;-0.027030959725379944;-0.39723384380340576;-0.20084530115127563;0.40756434202194214;0.20211058855056763;0.5666817426681519;-0.0558614507317543;-0.15368753671646118;-0.09433120489120483;0.11858069896697998;-0.16158556938171387;-0.25033509731292725;0.23413291573524475;0.14031389355659485;0.1886884570121765;-0.014946742914617062;0.10182975232601166;0.027340369299054146;0.28165170550346375;0.2901718020439148;-0.2904821038246155;-0.5914019346237183;-0.2670239508152008;-0.1693413406610489;-0.1908559501171112;0.4365313947200775;-0.01905532367527485;-0.05726758390665054;-0.1760188341140747;-0.42611783742904663;0.5049436688423157;0.07809250801801682;-0.11685487627983093;-0.356356680393219;0.10503917187452316;0.06092068552970886;-0.23846009373664856;-0.21193522214889526
durable;0.20673291385173798;-0.08548121899366379;0.012719690799713135;-0.0931783989071846;-0.35435980558395386;-0.20753057301044464;0.16315239667892456;-0.10534900426864624;-0.503024697303772;0.10505039989948273;-0.04917112737894058;-0.4626745283603668;0.3797071576118469;-0.15862882137298584;-0.5705054998397827;-0.17913281917572021;0.11582081019878387;-0.2053520679473877;0.19261851906776428;-0.6112512350082397;-0.03741935268044472;-0.2748090624809265;0.5121904611587524;-0.36215201020240784;-0.23660889267921448;0.146895632147789;-0.26415714621543884;0.012958275154232979;-0.12260067462921143;0.07338236272335052;0.2535398602485657;0.2305234968662262;-0.15439192950725555;-0.5765758752822876;-0.02443380281329155;0.2932964563369751;-0.09751370549201965;0.05080230161547661;-0.40956130623817444;-0.10892079025506973;0.043713875114917755;-0.11514854431152344;-0.11935295909643173;-0.6673945188522339;-0.04689349606633186;-0.3168083131313324;0.348005473613739;0.18582293391227722;-0.7041765451431274;-0.4085879921913147;0.4867061972618103;-0.18171119689941406;0.09674151241779327;-0.5458420515060425;-0.06413264572620392;-0.023930156603455544;-0.2565952241420746;-0.5955892205238342;0.009635980241000652;0.004515022039413452;-0.4757804274559021;-0.16128009557724;0.03691381961107254;-0.09176669269800186;-0.3022596836090088;0.4220985770225525;0.1577562838792801;0.8960437774658203;-0.12468993663787842;-0.28262200951576233;0.184319406747818;0.49732470512390137;-0.5868040323257446;-0.4720999300479889;1.1691583395004272;-0.4628725051879883;0.04022230580449104;-0.13854853808879852;-0.03382441774010658;-0.16454008221626282;0.4078325629234314;0.5181747674942017;-0.33134326338768005;-0.49521881341934204;-0.27923041582107544;0.2073274552822113;-0.5127040147781372;0.3664003908634186;-0.023126332089304924;-0.19402563571929932;-0.2141258418560028;-0.5468725562095642;0.6808134317398071;-0.13421456515789032;-0.18716183304786682;-0.5426957011222839;0.44266968965530396;0.10424687713384628;0.1575038582086563;-0.10719646513462067
hollandisme;0.06116342544555664;0.2258782833814621;-0.11762158572673798;0.05353914573788643;-0.49625715613365173;-0.14386765658855438;-0.28642117977142334;0.3673512935638428;-0.37721171975135803;0.2825393080711365;0.049960121512413025;-0.25664645433425903;-0.06510011851787567;-0.14032068848609924;-0.5251149535179138;0.4940996766090393;-0.435991108417511;0.23571524024009705;0.3901357054710388;-0.36085349321365356;-0.000346195709425956;0.31915995478630066;0.16992603242397308;-0.11159249395132065;-0.07407166808843613;-0.0948089137673378;0.3190683126449585;-0.1916877031326294;-0.01982819475233555;0.23804958164691925;-0.24404311180114746;-0.2185295820236206;-0.12474366277456284;-0.31195369362831116;-0.4595645070075989;0.16632702946662903;-0.5192108154296875;0.16031192243099213;0.029996778815984726;-0.082037553191185;-0.018000248819589615;0.12096099555492401;-0.11451414972543716;-0.19028553366661072;0.1274629533290863;-0.7583481669425964;0.09600964933633804;0.21785469353199005;-0.45165735483169556;-0.23897016048431396;0.2192724645137787;-0.2120499163866043;-0.3080751299858093;0.46193212270736694;-0.4366134703159332;-0.22467274963855743;0.12944558262825012;-0.100904680788517;0.14628973603248596;0.1024835854768753;-0.7715595364570618;0.6395591497421265;0.39818882942199707;0.15590699017047882;0.010733146220445633;0.3886711597442627;0.35906851291656494;0.39758339524269104;-0.08733172714710236;-0.02812746725976467;-0.302566796541214;0.16202972829341888;0.11408600956201553;-0.13539676368236542;0.29371172189712524;0.03469672054052353;-0.27530637383461;0.10138934850692749;-0.2735753357410431;0.0991702526807785;0.3286869525909424;0.711469292640686;0.046879012137651443;-0.34873488545417786;-0.11816917359828949;-0.06375940144062042;-0.5339733958244324;-0.016796564683318138;-0.4463784098625183;0.3726624548435211;-0.07911466062068939;-0.06560838222503662;0.6134352087974548;0.22326946258544922;0.02250516042113304;-0.2679225504398346;0.25753727555274963;0.6489315032958984;0.45805710554122925;-0.20897150039672852
technocratique;0.1459135115146637;0.12451171875;0.11555744707584381;-0.0959663987159729;-0.24367551505565643;-0.013376070186495781;0.05803893133997917;0.14522036910057068;-0.14617955684661865;0.14151768386363983;-0.0561043918132782;-0.5229851007461548;0.09729894995689392;0.24608032405376434;-0.8428465127944946;0.1387523114681244;-0.007101953029632568;-0.0661826953291893;0.001764003885909915;-0.4972854256629944;0.40330934524536133;0.0651978999376297;0.4404521584510803;-0.278614342212677;0.052970416843891144;0.2485876977443695;-0.13575178384780884;-0.24644026160240173;0.13473401963710785;-0.1006300300359726;-0.010935375466942787;0.17245717346668243;0.0005185345071367919;-0.36150258779525757;-0.5667670965194702;0.5056310296058655;-0.483605295419693;0.1127871498465538;0.025050044059753418;-0.18347857892513275;-0.11828676611185074;0.005554181523621082;-0.1924370974302292;-0.3308015465736389;-0.22525277733802795;-0.7136450409889221;0.2883332073688507;0.16850686073303223;-0.3952929377555847;-0.3689916729927063;0.2356829196214676;-0.0980231985449791;-0.23288211226463318;-0.09707166999578476;-0.10799752175807953;-0.1916211098432541;-0.1390761435031891;-0.21869976818561554;0.20072515308856964;-0.021957019343972206;-0.5643922686576843;0.3459426760673523;0.6279942393302917;0.07917757332324982;-0.2546786665916443;0.6632546782493591;0.44540587067604065;0.17832259833812714;-0.11568810790777206;-0.12016767263412476;0.11733762919902802;0.3384248912334442;0.017789926379919052;0.0430016927421093;0.5629938244819641;0.31284597516059875;0.2932054102420807;0.13102145493030548;-0.059482865035533905;-0.0685417503118515;0.29114699363708496;0.7539166212081909;-0.17895692586898804;-0.013330328278243542;-0.13006415963172913;-0.07886944711208344;-0.4935278296470642;0.014195404946804047;-0.42453503608703613;0.16853117942810059;-0.05896708369255066;-0.22900119423866272;0.9303253293037415;-0.14079387485980988;-0.07072936743497849;-0.054085589945316315;0.21194715797901154;0.5501896142959595;0.1258969008922577;0.011230173520743847
